NEWID;AGE_REF;AGE2;BATHRMQ;BEDROOMQ;BLS_URBN;FAM_SIZE;INC_RANK;RENTEQVX;VEHQ
3714963;59;58;1;2;1;2;0.0679596;1005;3
3714973;66;68;1;3;1;2;0.4511177;1800;3
3715003;61;;2;2;1;1;0.1734705;;0
3715023;77;;2;2;1;1;0.2511655;3000;1
3715043;59;59;2;2;1;4;0.2995728;;1
3715063;36;26;2;4;1;3;0.949812;2297;2
3715083;62;;1;3;1;2;0.5257481;;1
3715103;29;30;2;3;1;2;0.8138943;1800;1
3715113;56;;2;2;1;1;0.400964;;1
3715123;53;;2;3;1;2;0.7318511;900;2
3715133;24;;2;3;1;1;0.4551386;;1
3715143;88;88;2;2;1;2;0.2282367;;0
3715153;47;43;2;5;1;5;0.6184393;900;2
3715163;51;;1;1;1;1;0.1143713;;0
3715193;75;;3;5;1;1;0.3818442;3000;4
3715213;25;;2;3;1;1;0.3805617;;1
3715223;30;;1;3;1;5;0.1960728;;2
3715253;62;;1;2;1;1;0.5278932;;3
3715273;88;;2;5;1;1;0.2598443;2000;1
3715283;69;64;2;2;1;2;0.0394472;2000;1
3715293;52;58;1;3;1;2;0.838094;;3
3715323;42;43;3;4;1;4;0.9898751;3000;2
3715333;73;76;2;3;1;2;0.3712221;850;3
3715393;70;67;3;4;1;2;0.9587073;3000;2
3715403;72;;2;3;1;1;0.1565161;3000;1
3715433;67;69;2;3;1;3;0.4165377;1590;5
3715443;47;44;2;6;1;4;0.5667797;800;2
3715453;41;;1;2;1;5;0.2715135;;2
3715493;70;68;1;2;1;2;0.9802243;;4
3715503;52;;1;1;1;1;0.4987891;800;6
3715513;41;39;1;3;2;6;0.4381432;600;2
3715523;22;;1;2;1;1;0.1796586;;1
3715533;57;54;3;5;1;2;0.9333044;6442;3
3715543;56;52;4;5;1;2;0.041811;2350;6
3715553;51;50;3;4;1;4;0.9647556;3500;2
3715593;44;;2;3;1;3;0.8850165;2000;1
3715603;70;;2;2;1;4;0.5948977;;2
3715683;72;64;1;3;1;2;0.6203052;2200;2
3715693;68;;2;6;1;4;0.3919584;3500;4
3715703;28;34;1;1;1;3;0.2555937;;2
3715713;51;;1;2;1;1;0.9372565;1200;1
3715724;30;;2;3;1;1;0.5544735;;1
3715743;52;53;2;3;2;2;0.7666275;1250;2
3715763;42;;1;1;1;1;0.3987674;;0
3715803;34;;2;4;1;1;0.7956748;1400;2
3715823;39;28;1;3;1;2;0.9169987;1200;1
3715913;39;36;3;4;1;5;0.7455713;;2
3715963;55;;3;8;1;4;0.8824842;2000;3
3715973;64;60;1;2;1;3;0.0911888;1800;0
3715983;38;34;1;3;1;3;0.7046166;;2
3715993;83;78;3;4;1;2;0.6505128;1200;5
3716003;53;52;2;4;1;2;0.8393101;2000;6
3716023;33;32;2;3;1;2;0.6819781;1400;2
3716053;53;;2;3;1;1;0.975388;;2
3716063;27;;2;3;1;1;0.2643627;;1
3716073;45;;1;3;2;3;0.2300245;1344;1
3716123;65;65;2;3;1;2;0.5469273;900;1
3716153;54;;1;1;1;1;0.2083377;;1
3716223;38;25;2;3;1;3;0.2291979;1000;2
3716233;27;30;2;3;1;2;0.9266392;1200;2
3716263;47;;1;1;1;1;0.487767;;1
3716273;23;32;1;2;1;3;0.3687361;;2
3716283;40;;2;2;1;6;0.0928875;;1
3716303;32;32;2;3;1;2;0.6858499;800;1
3716333;47;;1;4;1;4;0.8399622;800;2
3716353;69;66;1;6;1;2;0.4345578;700;1
3716393;48;47;2;4;1;3;0.8791907;1700;4
3716403;47;40;2;3;1;6;0.8485547;850;2
3716413;72;;1;2;1;1;0.3169022;1400;1
3716463;52;52;1;4;1;3;0.8498008;1200;4
3716473;41;26;3;4;1;7;0.0995005;2000;1
3716483;38;;2;3;1;4;0.6498012;1300;1
3716513;73;;2;4;2;1;0.7298473;2000;0
3716523;63;51;1;2;1;2;0.182144;;0
3716583;44;;1;1;1;2;0.6158049;;1
3716593;28;;1;4;1;1;0.8763825;1100;3
3716723;51;41;1;2;1;3;0.7757417;;9
3716833;71;;2;1;1;1;0.1702077;2200;1
3716873;26;;1;2;1;2;0.6744238;;3
3716933;88;;1;2;1;1;0.2622892;800;0
3716963;49;;3;4;1;3;0.5242016;2000;3
3716983;45;44;2;3;1;4;0.7284923;600;3
3716993;71;;1;2;1;1;0.1193651;794;1
3717003;70;;1;3;2;1;0.274366;450;2
3717023;27;;1;2;1;1;0.4853206;;1
3717033;47;46;1;2;1;2;0.2915792;800;1
3717063;42;42;2;4;1;4;0.9582916;2600;3
3717093;66;;1;3;1;1;0.4164087;1500;1
3717143;44;;1;5;1;3;0.1980502;400;4
3717163;28;34;2;3;1;6;0.5937149;600;1
3717203;42;;1;3;1;3;0.3821686;650;0
3717233;34;;1;1;1;2;0.4952231;;2
3717253;67;78;1;2;1;3;0.3921859;;1
3717273;46;47;2;3;1;2;0.1134964;;2
3717283;54;55;3;7;1;2;0.9690903;2500;7
3717323;51;;2;3;1;1;0.6854227;1100;2
3717333;25;;1;3;1;1;0.48745;;1
3717343;27;;1;1;1;2;0.4449198;;1
3717353;43;;1;1;1;1;0.5061345;;1
3717373;26;;1;3;1;1;0.4104342;956;2
3717383;88;;1;1;1;1;0.1534864;;0
3717433;47;46;1;2;1;2;0.6518535;;2
3717463;63;79;1;2;2;2;0.2892004;;0
3717503;34;;1;2;1;1;0.5280608;;1
3717543;60;59;1;3;1;2;0.7253796;600;3
3717613;59;;1;3;1;1;0.1396564;;1
3717633;74;;2;2;1;1;0.4687125;700;0
3717643;40;40;2;5;1;4;0.8206225;1600;2
3717683;74;;1;3;1;2;0.6734634;1000;1
3717703;72;;3;5;1;3;0.1976184;1500;1
3717713;75;;2;3;2;2;0.553415;800;3
3717763;50;58;1;3;1;3;0.732933;2500;1
3717783;46;49;3;4;1;3;0.9360707;1711;3
3717813;88;;2;3;1;1;0.2113765;1600;1
3717823;33;34;2;2;1;4;0.6581557;;2
3717843;54;;1;2;1;2;0.0444669;;1
3717853;88;88;2;3;1;2;0.3769414;700;2
3717873;67;;1;1;1;1;0.2387868;;0
3717903;82;78;2;3;1;2;0.6031761;1500;1
3717943;68;;2;2;1;1;0.4956232;900;2
3717953;88;;2;4;1;1;0.2705867;1156;1
3717963;49;;3;4;1;6;0.5423197;2954;1
3717973;19;;2;3;2;2;0.6250198;;2
3717983;28;;1;2;1;1;0.0120112;2436;0
3717993;27;33;1;3;1;4;0.5282407;500;2
3718004;24;;2;3;1;1;0.0074122;;0
3718013;62;;2;5;1;1;0.3633622;1500;7
3718043;54;;1;2;1;1;0.5096583;600;4
3718063;59;63;2;2;1;2;0.0937945;1020;0
3718103;37;40;1;2;1;4;0.5796913;;4
3718123;44;45;3;5;1;4;0.9244041;4000;3
3718143;60;62;2;3;1;2;0.471797;1200;2
3718153;35;35;2;3;1;3;0.5546262;1200;2
3718173;62;67;1;2;1;2;0.3847741;750;4
3718213;52;;1;1;1;1;0.6882313;;1
3718243;79;;2;3;1;1;0.2844268;900;1
3718253;82;80;2;2;1;2;0.3737962;1500;1
3718283;66;66;2;2;1;2;0.7204562;1210;6
3718293;48;45;4;5;1;4;0.9054492;3500;2
3718313;57;59;2;4;1;4;0.6968452;1800;3
3718333;72;;2;2;1;1;0.9033598;6442;0
3718353;60;56;2;3;1;3;0.1664946;;2
3718374;33;;2;4;1;2;0.8848406;2500;2
3718383;71;73;3;4;1;2;0.5010497;2000;2
3718423;46;;1;3;1;6;0.6643636;;0
3718483;30;;1;0;1;1;0.2681311;;0
3718493;40;;2;4;1;5;0.6944216;;2
3718513;31;34;2;4;1;4;0.7170125;1000;6
3718523;47;51;1;1;1;3;0.4229805;;1
3718533;81;;1;3;1;1;0.2477475;900;1
3718553;46;44;3;4;1;2;0.9302189;1200;5
3718573;44;;1;2;1;4;0.3872638;;2
3718623;42;;2;2;1;3;0.2495528;;3
3718653;28;;1;2;1;2;0.7051172;;0
3718683;56;53;2;4;1;2;0.0371998;1600;1
3718703;32;33;2;3;1;3;0.605896;1500;0
3718723;79;;2;2;1;2;0.1176063;;1
3718753;77;76;1;2;1;2;0.4240294;964;2
3718803;32;;1;3;1;3;0.8172556;900;2
3718833;53;48;2;3;1;3;0.5334814;1200;1
3718873;47;47;1;3;1;2;0.7194896;;0
3718893;45;;2;3;1;1;0.4570294;1300;1
3718903;45;56;2;3;1;5;0.1608553;762;1
3718913;39;;3;4;1;4;0.4188855;;1
3718923;66;65;2;8;1;3;0.6817024;1200;3
3718953;38;;2;2;1;1;0.7936222;;1
3718973;50;;1;1;1;1;0.2613852;;0
3719003;37;;2;3;1;1;0.0883206;1400;1
3719023;42;;1;1;1;2;0.3469379;;0
3719043;36;37;2;3;1;5;0.4100076;700;1
3719083;48;52;2;3;1;2;0.9264892;1600;3
3719143;64;;1;2;1;1;0.4375912;750;1
3719153;55;;3;5;1;1;0.202878;;1
3719193;61;62;3;4;1;2;0.7542764;2555;2
3719203;49;52;3;4;1;3;0.7771067;2000;5
3719213;77;;1;1;1;1;0.3242141;;1
3719223;38;;1;2;1;2;0.7335683;;2
3719253;74;;2;4;1;2;0.7535789;1393;2
3719263;29;27;2;2;1;4;0.4568843;2400;4
3719303;58;61;3;4;1;2;0.8258941;1200;1
3719313;62;;2;3;1;2;0.8886892;1500;4
3719343;29;25;2;2;1;2;0.0201745;;2
3719363;56;;1;2;1;5;0.199267;;2
3719383;58;59;2;3;1;2;0.8382511;2000;1
3719393;46;47;3;4;1;4;0.9936274;2000;8
3719463;67;;1;2;1;1;0.3765394;1500;1
3719523;29;;2;3;1;1;0.7430378;1250;2
3719543;41;36;2;4;1;4;0.7715752;2000;4
3719553;53;54;2;3;1;3;0.6798098;1200;3
3719563;28;29;1;3;1;2;0.8059051;1400;2
3719583;47;44;3;5;1;4;0.021326;3448;2
3719593;47;;2;3;1;1;0.8100583;2800;1
3719603;74;62;1;2;1;2;0.4435976;2000;2
3719623;28;;1;1;1;1;0.4365668;;1
3719633;65;;2;5;1;3;0.4390505;;0
3719653;54;53;4;4;1;2;0.9845682;2000;6
3719663;88;88;1;3;1;2;0.5629024;818;2
3719693;80;79;2;2;1;2;0.6148665;1271;3
3719723;69;65;2;3;1;2;0.1119295;1300;5
3719743;65;;2;3;1;2;0.7720443;1200;1
3719783;39;;1;2;1;1;0.4173097;550;1
3719803;34;;2;3;1;4;0.2580749;;0
3719813;33;32;2;3;1;4;0.8505323;1490;1
3719823;28;;1;3;1;2;0.8137295;1600;3
3719833;38;46;1;2;1;5;0.31676;;4
3719853;54;;1;3;2;1;0.5274389;800;4
3719863;37;41;3;5;1;5;0.831273;;3
3719873;45;;1;1;1;1;0.0054524;;1
3719883;88;;1;3;2;1;0.2949778;1600;1
3719893;39;37;2;4;1;4;0.8320373;;6
3719913;36;;2;3;1;3;0.5574805;;1
3719924;56;52;3;3;1;2;0.9681552;2747;4
3719943;54;;1;2;2;1;0.1028217;600;1
3719953;62;;2;3;1;1;0.0740296;3000;1
3719963;77;;3;3;1;1;0.3547174;2594;1
3719983;47;48;2;3;1;4;0.678725;1500;4
3720003;51;;1;2;1;1;0.590674;;1
3720043;41;;1;1;1;1;0.5985943;;1
3720053;60;;2;3;1;1;0.2789048;500;1
3720083;66;66;2;3;1;2;0.1444065;1356;3
3720093;71;;2;3;1;1;0.3256585;1000;2
3720183;80;77;2;2;1;2;0.3704465;1646;4
3720243;59;54;1;1;1;3;0.4128527;;2
3720263;67;88;2;2;1;2;0.6606707;;0
3720293;66;57;2;4;1;4;0.8177689;;2
3720323;54;;1;4;1;2;0.0644994;;0
3720343;68;;2;2;1;1;0.3243736;;0
3720363;54;;1;2;1;1;0.97609;1250;1
3720393;67;70;3;4;1;2;0.5456289;1700;1
3720413;72;71;2;4;1;3;0.8890966;2500;2
3720453;88;;1;2;1;1;0.9625566;;1
3720463;56;57;2;4;1;2;0.9540624;2400;2
3720473;70;;2;3;1;1;0.3267982;1500;2
3720483;23;;2;3;1;4;0.5407145;;4
3720493;88;;2;3;1;1;0.2190669;500;2
3720533;37;;2;3;1;3;0.6496957;2300;1
3720553;63;;1;2;1;1;0.1133599;500;1
3720563;77;;2;2;1;1;0.3751921;700;1
3720573;37;;1;4;2;7;0.4503179;300;2
3720603;44;48;1;1;1;2;0.1407019;;2
3720613;24;;1;1;1;1;0.2047357;;1
3720623;68;;2;3;1;3;0.2811051;;1
3720643;63;;1;3;1;3;0.0575354;;0
3720653;58;;1;3;1;4;0.305473;600;2
3720663;28;;2;2;1;1;0.4349605;;1
3720713;49;51;2;4;1;2;0.6164667;1600;3
3720723;34;;2;4;1;3;0.5329141;1100;1
3720743;23;;1;1;1;2;0.0414665;;2
3720783;79;;2;2;1;1;0.2824286;1500;1
3720823;62;44;3;4;1;3;0.9085205;2300;1
3720833;29;;1;2;1;3;0.4850353;;1
3720843;56;;2;3;1;2;0.2117848;;1
3720893;27;26;2;3;2;5;0.5890346;;4
3720933;25;;2;2;2;2;0.5428807;400;3
3720943;88;;2;2;1;1;0.3699303;1368;0
3720983;57;;1;1;1;1;0.2079479;;0
3721013;54;;2;3;1;1;0.4487901;1750;3
3721023;88;;2;3;1;1;0.5539692;2000;2
3721043;88;;2;2;1;1;0.6712207;2000;0
3721053;32;42;1;1;1;6;0.3706111;;2
3721063;73;;2;4;1;1;0.1675481;3000;4
3721073;24;;2;2;1;2;0.0300134;;1
3721093;33;33;3;5;1;5;0.6114713;1200;4
3721113;51;52;2;5;1;4;0.8272439;1500;2
3721123;41;44;3;5;1;4;0.8766505;1600;3
3721133;47;49;2;2;1;2;0.8633351;;2
3721144;21;;2;3;1;1;0.3179068;;0
3721153;58;;1;1;1;1;0.527594;;1
3721173;65;;1;3;2;1;0.3778992;850;3
3721193;49;;1;1;1;1;0.1915873;;0
3721213;53;;1;1;1;1;0.510198;;1
3721223;48;38;2;4;1;6;0.0273785;3500;1
3721233;22;;1;1;1;2;0.5269132;;1
3721243;37;;2;3;1;2;0.777857;2200;0
3721253;21;;2;2;1;3;0.7843574;;2
3721263;64;59;2;2;1;2;0.9864665;3000;2
3721273;26;;2;3;1;3;0.5307066;1500;3
3721283;76;75;2;3;1;2;0.4807912;1000;1
3721303;58;52;3;4;1;3;0.131134;1800;5
3721323;56;;1;1;1;1;0.9814244;2800;1
3721373;64;;1;1;1;1;0.2835294;;0
3721413;32;;1;1;1;1;0.5859577;;1
3721423;53;62;2;4;1;2;0.6820987;1200;4
3721433;59;;2;4;1;4;0.636979;800;3
3721443;37;40;3;5;1;7;0.7903592;1500;3
3721453;45;;2;3;1;2;0.8900844;;2
3721463;80;;2;4;2;2;0.5486076;1500;1
3721493;88;;2;4;1;2;0.5688529;2000;1
3721503;20;;;;1;1;0.4467176;;0
3721543;74;;2;3;1;1;0.3600784;500;1
3721573;60;52;2;4;1;3;0.5963865;3500;4
3721583;48;;1;1;1;1;0.4593079;;1
3721603;50;;1;2;1;1;0.4190427;;1
3721633;72;;1;2;1;1;0.31149;;1
3721643;75;69;3;3;1;2;0.5159905;6442;1
3721663;51;50;2;4;1;4;0.9547223;1650;3
3721673;49;47;2;4;1;3;0.9186609;2826;3
3721683;74;66;3;2;1;2;0.9828975;3381;2
3721693;63;60;3;5;1;3;0.0825666;6442;3
3721703;60;61;1;3;1;4;0.7660621;800;3
3721723;66;54;3;4;1;3;0.9289867;2000;4
3721733;57;;2;3;1;1;0.5020519;1200;1
3721753;32;;1;2;1;1;0.2204701;250;2
3721783;46;;3;5;1;1;0.716269;2500;2
3721803;41;;3;3;1;1;0.4550766;1379;1
3721823;69;64;2;2;1;4;0.7082531;1846;6
3721863;63;61;2;2;1;2;0.9970655;4000;4
3721883;27;27;2;4;1;3;0.0539729;1389;1
3721903;65;;1;2;1;2;0.2470679;;2
3721943;48;55;2;3;1;3;0.9015296;1400;4
3721983;25;;2;3;1;1;0.6587962;1200;1
3721993;88;88;2;2;1;2;0.3156774;;1
3722003;60;59;1;4;1;2;0.7704151;1000;2
3722043;31;30;2;3;1;3;0.8225204;;2
3722053;30;30;2;4;1;3;0.5868461;1500;2
3722083;52;51;3;6;1;4;0.9408527;2828;4
3722113;38;38;2;3;1;2;0.8012988;1000;0
3722123;64;;1;1;1;2;0.2975921;;0
3722143;79;;2;3;1;1;0.499385;1915;0
3722183;26;;2;3;1;2;0.7091265;;2
3722213;46;46;2;3;1;2;0.8668976;2500;6
3722283;65;64;2;3;1;2;0.9502349;2000;2
3722303;46;45;2;3;1;4;0.9022485;3300;3
3722313;49;;1;1;1;1;0.1793781;;0
3722373;60;;2;3;1;1;0.640378;2000;1
3722453;62;;2;3;1;2;0.736586;2100;1
3722473;35;32;2;3;1;6;0.4920227;900;2
3722483;38;35;2;4;1;5;0.9288707;2500;4
3722493;71;67;2;3;2;2;0.0906788;891;3
3722503;79;;3;4;1;1;0.3233227;2500;1
3722513;73;;1;3;1;4;0.2956932;950;3
3722533;57;58;2;4;1;4;0.5722819;2000;4
3722563;56;56;2;3;1;3;0.4980982;1300;2
3722593;25;29;3;3;1;2;0.7653492;1400;3
3722603;54;;2;3;1;1;0.6447426;1600;1
3722623;51;50;1;4;1;4;0.6772196;1500;3
3722633;65;;1;2;2;1;0.2003215;337;1
3722663;77;;1;3;1;1;0.2326242;800;2
3722673;52;53;3;4;1;4;0.9666635;3000;5
3722683;65;;3;4;1;2;0.3771003;4000;3
3722703;38;30;1;2;1;2;0.9139146;2800;1
3722713;78;;1;3;2;1;0.2650688;700;1
3722723;50;48;3;5;1;4;0.9136035;2500;3
3722743;64;;2;3;1;1;0.1368811;500;2
3722763;64;59;2;4;1;3;0.0124865;2000;3
3722783;51;;2;3;1;1;0.7568848;1200;1
3722803;64;71;2;3;1;3;0.8562979;3500;4
3722823;47;44;2;4;1;5;0.5023846;;3
3722833;47;49;2;4;1;3;0.9184326;2700;1
3722843;42;37;2;3;1;2;0.7847007;1800;2
3722853;83;;2;3;1;1;0.3290939;800;1
3722863;33;35;1;2;1;3;0.7738736;1800;2
3722923;29;27;1;2;1;3;0.3875835;;2
3722933;66;;2;3;1;1;0.2024098;1200;1
3722943;65;;2;3;1;1;0.235504;1596;2
3722953;49;57;3;4;1;3;0.0345128;2500;1
3723013;55;;1;2;1;2;0.2484222;;1
3723023;60;;1;2;1;1;0.1669924;;0
3723033;19;;1;1;1;1;0.0042097;;0
3723043;61;59;3;3;1;2;0.9339899;1800;6
3723073;34;;1;3;1;4;0.3314086;;1
3723083;43;52;2;3;1;4;0.5403877;1200;1
3723103;88;;2;2;1;1;0.3038356;1200;0
3723113;41;39;5;7;1;6;0.9763944;3400;3
3723123;88;88;1;2;1;2;0.2338932;;0
3723143;73;;1;3;1;1;0.3486777;3000;1
3723153;60;59;2;3;1;2;0.7614322;800;6
3723163;73;;2;3;1;1;0.5045316;1312;1
3723203;77;;1;1;1;1;0.209488;;1
3723233;38;;1;3;1;1;0.2882032;;1
3723253;32;33;1;3;1;4;0.6460511;1450;2
3723293;44;;1;3;1;6;0.4332428;;2
3723323;25;;1;3;1;1;0.7312112;1200;1
3723353;66;65;2;2;1;2;0.3283271;600;3
3723363;43;42;2;3;1;3;0.8220138;1200;2
3723383;33;31;2;3;1;4;0.6548285;1000;2
3723403;54;43;1;3;1;3;0.8606136;2000;2
3723413;67;65;2;4;1;3;0.9114821;1200;3
3723423;54;;1;2;1;1;0.3446216;1200;0
3723433;29;;1;3;1;2;0.8888348;1100;2
3723473;57;;1;2;1;1;0.3691125;1800;0
3723483;53;;2;5;1;9;0.5951437;;1
3723523;59;60;1;3;1;3;0.8196371;2539;1
3723553;67;69;1;1;1;2;0.5463919;;3
3723583;37;;1;1;1;1;0.5448626;;1
3723603;53;;1;3;1;1;0.0986895;;0
3723613;52;52;4;5;1;3;0.9800629;6442;4
3723633;35;36;2;4;1;4;0.8324885;1500;2
3723653;66;;1;2;1;1;0.7531707;1200;1
3723673;88;;2;3;1;2;0.3765161;1276;2
3723693;45;35;2;4;1;4;0.89697;1200;2
3723723;33;;2;3;1;3;0.8655198;2000;5
3723753;58;58;3;5;2;2;0.7074237;1500;2
3733983;31;;2;4;1;6;0.6287006;;3
3733993;49;46;3;5;1;4;0.8147771;1660;3
3734003;69;60;2;3;1;2;0.0631883;2800;2
3734013;62;;1;1;2;1;0.1108333;200;1
3734083;61;65;2;3;1;2;0.9314157;2500;2
3734113;29;;1;2;1;1;0.4639758;;1
3734123;62;;1;1;1;1;0.0666613;;0
3734143;40;44;1;3;1;2;0.7434029;1600;3
3734153;63;63;2;4;1;4;0.0538206;1500;5
3734173;80;;1;3;1;1;0.2177043;1025;1
3734183;75;;1;2;1;1;0.5039058;2000;1
3734213;36;;2;2;1;2;0.5322222;600;1
3734263;60;;2;3;1;1;0.3509423;500;1
3734273;62;;2;2;1;1;0.9029003;;1
3734303;28;37;2;3;1;2;0.9081919;;2
3734313;32;;1;2;1;1;0.2794991;;1
3734343;31;33;2;4;1;3;0.6515371;1300;4
3734353;48;;1;2;1;2;0.2481079;;0
3734383;30;;1;3;1;5;0.3069436;;0
3734393;39;50;1;2;1;4;0.8124913;2500;1
3734413;52;;2;3;1;1;0.0613612;1200;3
3734433;39;36;2;2;1;3;0.3371889;;3
3734443;30;;1;2;1;2;0.4058999;;2
3734483;45;43;1;3;1;4;0.8284188;1593;3
3734563;74;69;3;4;1;2;0.747337;;2
3734584;21;;1;3;1;1;0.2013634;;0
3734593;74;70;2;2;1;2;0.4651616;500;2
3734633;59;;2;4;1;8;0.8812343;;3
3734663;38;;1;3;1;3;0.0477691;1264;1
3734673;50;;1;2;1;1;0.6924429;1100;2
3734683;50;47;1;3;1;7;0.6314852;;1
3734793;60;62;3;3;1;3;0.1794807;1200;1
3734803;61;60;3;4;1;2;0.6803329;2500;5
3734813;28;29;2;2;1;2;0.6386401;;2
3734823;32;52;2;3;1;4;0.280102;891;1
3734863;27;26;2;3;1;2;0.8857237;1800;2
3734873;49;47;2;3;1;4;0.2501727;1000;2
3734923;32;32;1;5;1;5;0.0977602;1600;0
3734933;48;;3;4;1;1;0.5596921;3000;4
3734953;56;;2;4;1;1;0.6521671;2000;1
3735013;79;78;2;3;1;2;0.787299;6442;2
3735053;70;;2;3;1;1;0.3073156;1500;2
3735063;71;;1;1;2;1;0.2404123;;1
3735093;62;61;2;3;1;2;0.8556174;2500;2
3735163;47;47;2;3;1;3;0.9447969;2200;2
3735203;88;;2;2;1;1;0.2497376;;1
3735213;47;;1;3;1;1;0.4872414;1300;1
3735223;76;72;2;3;1;2;0.4708917;;1
3735263;78;73;4;4;1;2;0.2231002;3500;2
3735273;71;73;1;3;1;3;0.4214653;850;1
3735283;37;38;1;1;1;7;0.4601846;;0
3735293;72;72;3;4;1;2;0.3742384;2077;0
3735303;23;;1;3;1;2;0.4535542;1300;1
3735323;38;37;2;3;1;6;0.5203717;;2
3735373;60;60;5;5;1;2;0.7690511;2000;4
3735393;37;;1;2;1;4;0.610117;;2
3735413;57;39;1;2;1;2;0.7307957;;2
3735423;49;;2;3;1;2;0.4781774;1400;2
3735433;38;;2;2;1;2;0.5608904;;0
3735443;88;88;3;4;1;2;0.1684399;2846;1
3735454;42;;2;3;1;3;0.3098633;;0
3735473;34;34;2;3;1;6;0.3800828;;2
3735483;54;;1;3;1;2;0.0900371;700;2
3735493;49;45;2;3;1;2;0.8750347;1500;3
3735543;76;77;3;3;1;2;0.3762589;2000;5
3735573;78;;2;3;1;1;0.3825046;1200;1
3735583;67;64;2;4;1;3;0.8625923;3238;2
3735613;42;50;2;4;1;4;0.9492964;2100;2
3735623;32;;2;3;1;3;0.9044639;1100;3
3735633;34;32;1;2;1;5;0.3366444;;1
3735643;46;45;1;2;1;6;0.3161899;600;2
3735673;60;;1;2;1;1;0.6892645;1350;3
3735683;52;49;2;4;1;2;0.9024103;2000;1
3735743;36;28;1;2;1;2;0.782145;1300;2
3735773;40;34;2;3;1;6;0.9422763;2000;3
3735803;71;;4;3;1;2;0.1477178;3000;5
3735823;62;59;2;3;1;4;0.7273019;895;2
3735883;63;62;3;4;1;2;0.848182;1500;2
3735933;62;63;2;3;1;3;0.1694793;1240;1
3735963;38;;3;5;1;2;0.9283025;6442;1
3735973;57;;2;2;1;1;0.3908164;650;2
3735983;39;;1;2;1;1;0.291228;;0
3735993;23;;2;2;1;2;0.6420025;;3
3736003;41;40;1;2;1;3;0.5758375;;2
3736023;40;;1;5;1;1;0.5316532;800;2
3736093;33;;1;2;1;1;0.6885493;;1
3736113;29;;2;3;1;3;0.0466501;3000;1
3736123;79;;1;1;1;1;0.2693889;;1
3736143;66;;1;4;1;2;0.5671285;1356;2
3736153;53;;2;3;1;3;0.5554569;1000;0
3736173;51;50;1;2;1;3;0.7346679;;3
3736193;53;54;3;4;1;2;0.0871471;1600;6
3736243;65;;1;2;1;1;0.6347825;550;3
3736263;72;;2;3;1;2;0.2711695;1000;1
3736273;73;73;1;3;1;2;0.2863844;550;3
3736283;54;56;3;5;2;2;0.7035131;1500;3
3736313;45;;1;4;1;3;0.5408664;1000;2
3736343;69;;1;2;1;1;0.4690254;946;1
3736373;36;38;2;3;1;4;0.9286525;875;4
3736403;41;39;4;5;1;4;0.9453387;2500;4
3736413;71;;1;2;1;1;0.3584482;;3
3736433;37;;3;5;1;4;0.8953657;3000;2
3736453;67;67;1;2;1;2;0.8187169;2078;2
3736523;41;;1;2;1;1;0.8515709;;0
3736573;47;;1;2;1;1;0.1344335;;0
3736603;40;;2;4;1;4;0.0322908;;0
3736623;53;55;2;3;2;2;0.8869864;;2
3736653;57;;3;3;1;1;0.1141645;;0
3736663;46;44;1;2;1;4;0.7522825;2500;2
3736673;45;50;3;4;1;3;0.8881714;2700;4
3736683;32;33;1;3;1;6;0.0785737;850;2
3736693;73;70;3;4;1;2;0.7604739;2000;3
3736703;55;55;2;3;1;5;0.6773846;2000;6
3736723;54;57;2;3;1;6;0.9661559;2500;3
3736733;54;54;2;3;1;3;0.9488266;1800;4
3736753;25;;2;2;1;1;0.4364209;;1
3736763;33;33;2;3;1;4;0.7746868;1200;3
3736773;37;;1;0;1;1;0.9241652;;0
3736783;54;50;3;4;1;3;0.9856208;3066;3
3736853;33;33;1;3;2;5;0.2836465;;3
3736863;57;;2;3;1;1;0.073423;1395;2
3736873;57;;1;2;1;1;0.4113622;1000;0
3736883;52;;1;2;1;1;0.4461703;;1
3736893;29;24;3;5;1;2;0.7985462;2500;3
3736923;71;;1;3;1;1;0.3300879;1200;1
3736943;88;;2;3;2;2;0.0487636;627;1
3736963;43;44;1;3;1;4;0.7341641;2133;1
3736973;44;62;2;4;1;3;0.4387391;;1
3736993;43;44;2;4;1;4;0.8483826;3000;1
3737023;45;51;2;3;1;4;0.6416383;1500;4
3737033;50;;2;4;2;3;0.4970272;1000;3
3737053;36;;1;3;1;2;0.8022854;;3
3737093;28;40;1;1;1;4;0.5971733;;2
3737153;83;88;2;2;1;2;0.3680722;;0
3737164;19;;;;1;1;0.0461823;;0
3737173;52;;1;2;1;4;0.5674528;;2
3737183;32;;1;2;1;1;0.0943764;;1
3737253;40;;1;3;1;3;0.5416575;;2
3737264;20;;1;2;1;1;0.1893418;;0
3737273;73;;1;2;1;1;0.3029431;;0
3737283;52;53;2;3;1;3;0.7469621;1300;5
3737303;45;44;1;3;1;3;0.6308166;700;1
3737313;19;;;;1;1;0.111646;;1
3737323;63;77;2;2;2;2;0.3459489;400;3
3737333;66;;2;4;1;3;0.2359425;800;5
3737353;43;;1;1;1;1;0.1009038;;1
3737363;46;;1;2;2;1;0.6994411;;3
3737413;25;;1;1;1;1;0.4318429;;1
3737463;59;61;2;3;1;3;0.7922669;2111;2
3737483;66;;1;2;1;2;0.2032416;;0
3737503;46;41;2;3;1;4;0.6694404;2600;2
3737513;88;88;1;2;1;3;0.4668365;1000;1
